config,identity,path,is_masked_truth,is_genuine,mask_detector_says_masked,routed_mode,top_similarity,top_match
naive,xudongdong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xudongdong\1_0_xudongdong_0234.jpg,False,True,False,full,0.3578386902809143,xudongdong
naive,zhaoyihuan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhaoyihuan\1_0_zhaoyihuan_0177.jpg,False,True,False,full,0.23325487971305847,zhuowenxuan
naive,Ivan_Helguera,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ivan_Helguera\Ivan_Helguera_0001.jpg,False,False,False,full,0.15079480409622192,gutianle
naive,jingbairan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jingbairan\0_0_3.jpg,True,True,True,full,0.18005095422267914,caobingkun
naive,luozhixiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\luozhixiang\0_0_luozhixiang_0011.jpg,False,True,False,full,0.20505470037460327,fengjianyu
naive,lvjiarong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\lvjiarong\0_0_lvjiarong_0130.jpg,False,True,False,full,0.25198137760162354,tanweiwei
naive,zhengyecheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhengyecheng\1_0_zhengyecheng_0174.jpg,False,True,False,full,0.5356742143630981,zhengyecheng
naive,Michael_Chiklis,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Michael_Chiklis\Michael_Chiklis_0004.jpg,False,False,False,full,0.1932564675807953,ruanjingtian
naive,tanweiwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\tanweiwei\1_0_2.jpg,True,True,True,full,0.1913086473941803,mowenwei
naive,wangkai,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\wangkai\1_0_wangkai_0090.jpg,False,True,False,full,0.4946138262748718,wangkai
naive,zhangbo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangbo\1_0_zhangbo_0212.jpg,False,True,False,full,0.4273696839809418,zhangbo
naive,Asif_Hanif,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Asif_Hanif\Asif_Hanif_0001.jpg,False,False,False,full,0.17639237642288208,liushishi
naive,jiangkaitong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jiangkaitong\0_0_10.jpg,True,True,False,full,0.2557241916656494,zhaoliying
naive,panyueming,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\panyueming\1_0_panyueming_0150.jpg,False,True,False,full,0.4930955171585083,panyueming
naive,hujing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\hujing\1_0_hujing_0236.jpg,False,True,False,full,0.39641475677490234,hujing
naive,lvjiarong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\lvjiarong\0_0_lvjiarong_0002.jpg,False,True,False,full,0.3183014392852783,tanweiwei
naive,Eduardo_Romero,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Eduardo_Romero\Eduardo_Romero_0001.jpg,False,False,False,full,0.1270337998867035,zhourunfa
naive,Celso_Amorim,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Celso_Amorim\Celso_Amorim_0002.jpg,False,False,False,full,0.1267705261707306,xieanqi
naive,zhouxun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhouxun\0_0_7.jpg,True,True,True,full,0.2409261167049408,zhouxun
naive,Paul_Reiser,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Paul_Reiser\Paul_Reiser_0001.jpg,False,False,False,full,0.13154864311218262,zhangshaohan
naive,guojingfei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\guojingfei\0_0_0.jpg,True,True,True,full,0.21213987469673157,guojingfei
naive,yinzheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\yinzheng\1_0_yinzheng_0093.jpg,False,True,False,full,0.4444524049758911,yinzheng
naive,songxiaobo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\songxiaobo\0_0_songxiaobo_0175.jpg,False,True,False,full,0.19974608719348907,chenkun
naive,hanqingzi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\hanqingzi\1_0_hanqingzi_0029.jpg,False,True,False,full,0.27590295672416687,hanqingzi
naive,yinengjing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\yinengjing\0_0_30.jpg,True,True,True,full,0.30903124809265137,yinengjing
naive,lixiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\lixiang\1_0_19.jpg,True,True,True,full,0.15788036584854126,guojingfei
naive,dazhangwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\dazhangwei\1_1_16.jpg,True,True,True,full,0.25018075108528137,jiangkaitong
naive,liyifeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liyifeng\0_0_3.jpg,True,True,True,full,0.1750107705593109,zhangluyi
naive,liushishi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liushishi\0_0_liushishi_0037.jpg,False,True,False,full,0.2741306722164154,linyuan
naive,Eliane_Karp,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Eliane_Karp\Eliane_Karp_0001.jpg,False,False,False,full,0.14171519875526428,zhouxun
naive,weidaxun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\weidaxun\0_0_16.jpg,True,True,True,full,0.24566201865673065,weidaxun
naive,zhangguoli,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhangguoli\1_1_1.jpg,True,True,False,full,0.21114511787891388,chenkun
naive,Carlos_Moya,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Carlos_Moya\Carlos_Moya_0012.jpg,False,False,False,full,0.11267179250717163,wangqing
naive,wangyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\wangyu\0_0_wangyu_0164.jpg,False,True,False,full,0.36094143986701965,wangyu
naive,zhangjingjing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangjingjing\1_0_zhangjingjing_0014.jpg,False,True,False,full,0.1381767988204956,mali
naive,linxinru,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\linxinru\0_0_linxinru_0135.jpg,False,True,False,full,0.5016037821769714,linxinru
naive,qiuze,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\qiuze\1_0_qiuze_0011.jpg,False,True,False,full,0.5633423328399658,qiuze
naive,zhangshaohan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangshaohan\1_0_zhangshaohan_0144.jpg,False,True,False,full,0.44382795691490173,zhangshaohan
naive,Jimmy_Smits,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Jimmy_Smits\Jimmy_Smits_0001.jpg,False,False,False,full,0.17488563060760498,zhaoyazhi
naive,xieanqi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xieanqi\1_0_xieanqi_0048.jpg,False,True,False,full,0.293030709028244,xieanqi
naive,hejiong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\hejiong\0_0_3.jpg,True,True,True,full,0.31281155347824097,hejiong
naive,zhaoyihuan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhaoyihuan\0_0_1.jpg,True,True,True,full,0.2312677502632141,liuyifei
naive,huangxiaoming,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huangxiaoming\0_0_5.jpg,True,True,True,full,0.24079084396362305,huangxiaoming
naive,gongbeibi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\gongbeibi\0_0_gongbeibi_0071.jpg,False,True,False,full,0.48260122537612915,gongbeibi
naive,liuxiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liuxiang\1_0_liuxiang_0156.jpg,False,True,False,full,0.471358060836792,liuxiang
naive,Roberto_Cercelletta,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Roberto_Cercelletta\Roberto_Cercelletta_0001.jpg,False,False,False,full,0.13509488105773926,daipeini
naive,linyuan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\linyuan\1_0_linyuan_0170.jpg,False,True,False,full,0.2971353232860565,linyuan
naive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0007.jpg,False,False,False,full,0.16453874111175537,liudehua
naive,Zoran_Djindjic,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Zoran_Djindjic\Zoran_Djindjic_0001.jpg,False,False,False,full,0.12076099216938019,yinzheng
naive,qiuze,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\qiuze\0_0_0.jpg,True,True,True,full,0.3711611032485962,qiuze
naive,chenxiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\chenxiang\0_0_1.jpg,True,True,True,full,0.2490779161453247,chenxiang
naive,Sammy_Sosa,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Sammy_Sosa\Sammy_Sosa_0001.jpg,False,False,False,full,0.1454468071460724,mali
naive,zhangluyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangluyi\1_0_zhangluyi_0047.jpg,False,True,False,full,0.6534512639045715,zhangluyi
naive,Mel_Gibson,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Mel_Gibson\Mel_Gibson_0002.jpg,False,False,False,full,0.1425018310546875,yangqianhua
naive,liuyifei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuyifei\0_0_0.jpg,True,True,True,full,0.41190165281295776,liuyifei
naive,Ascencion_Barajas,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ascencion_Barajas\Ascencion_Barajas_0001.jpg,False,False,False,full,0.11463558673858643,jianailiang
naive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0011.jpg,False,False,False,full,0.1605607271194458,zhengyecheng
naive,Jason_Statham,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Jason_Statham\Jason_Statham_0001.jpg,False,False,False,full,0.1302040070295334,zhangtianai
naive,Brandon_Lloyd,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Brandon_Lloyd\Brandon_Lloyd_0001.jpg,False,False,False,full,0.14296334981918335,liyifeng
naive,jiangkaitong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jiangkaitong\0_0_4.jpg,True,True,False,full,0.2737749218940735,jiangkaitong
naive,liuye,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuye\0_0_0.jpg,True,True,True,full,0.4252749979496002,liuye
naive,Nicanor_Duarte_Frutos,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0001.jpg,False,False,False,full,0.1500251293182373,zhengyecheng
naive,Ian_McKellen,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Ian_McKellen\Ian_McKellen_0001.jpg,False,False,False,full,0.12299782037734985,raowei
naive,Tommy_Amaker,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Tommy_Amaker\Tommy_Amaker_0001.jpg,False,False,False,full,0.12455443292856216,jianghongbo
naive,maoxiaotong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\maoxiaotong\0_0_19.jpg,True,True,True,full,0.21289798617362976,wangyuan
naive,mali,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\mali\0_0_2.jpg,True,True,True,full,0.2619089186191559,mali
naive,liusongren,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liusongren\1_0_liusongren_0104.jpg,False,True,False,full,0.6008325815200806,liusongren
naive,liuqianhan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\liuqianhan\1_0_0.jpg,True,True,True,full,0.2430679351091385,liuqianhan
naive,jiangyiyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\jiangyiyi\1_0_jiangyiyi_0067.jpg,False,True,False,full,0.35978204011917114,jiangyiyi
naive,matianyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\matianyu\1_0_matianyu_0069.jpg,False,True,False,full,0.6051818132400513,matianyu
naive,jianailiang,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\jianailiang\1_0_1.jpg,True,True,True,full,0.19625148177146912,jianailiang
naive,Bernard_Law,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Bernard_Law\Bernard_Law_0004.jpg,False,False,False,full,0.1309232860803604,mali
naive,chenkun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\chenkun\1_0_chenkun_0050.jpg,False,True,False,full,0.4848344922065735,chenkun
naive,licaihua,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\licaihua\0_0_0.jpg,True,True,True,full,0.3364955186843872,licaihua
naive,Bernard_Siegel,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Bernard_Siegel\Bernard_Siegel_0001.jpg,False,False,False,full,0.11986618489027023,wangou
naive,Kifah_Ajouri,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Kifah_Ajouri\Kifah_Ajouri_0001.jpg,False,False,False,full,0.11943261325359344,zhaoliying
naive,guofucheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\guofucheng\1_0_6.jpg,True,True,True,full,0.30612266063690186,guofucheng
naive,wangkai,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\wangkai\0_0_0.jpg,True,True,True,full,0.35314857959747314,wangkai
naive,wangzuxian,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\wangzuxian\0_0_16.jpg,True,True,True,full,0.3200604319572449,wangzuxian
naive,tangwei,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\tangwei\0_0_0.jpg,True,True,True,full,0.3281397223472595,tangwei
naive,Carlos_Moya,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Carlos_Moya\Carlos_Moya_0006.jpg,False,False,False,full,0.15163341164588928,mali
naive,Martha_Lucia_Ramirez,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Martha_Lucia_Ramirez\Martha_Lucia_Ramirez_0001.jpg,False,False,False,full,0.16472776234149933,zhaoyazhi
naive,zhangzifeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhangzifeng\1_0_19.jpg,True,True,False,full,0.4193984866142273,zhangzifeng
naive,caobingkun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\caobingkun\0_0_11.jpg,True,True,True,full,0.3214493989944458,caobingkun
naive,liuruilin,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liuruilin\1_0_liuruilin_0293.jpg,False,True,False,full,0.3553377389907837,liuruilin
naive,fengjianyu,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\fengjianyu\1_0_fengjianyu_0103.jpg,False,True,False,full,0.2725682854652405,fengjianyu
naive,handongjun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\handongjun\0_0_3.jpg,True,True,True,full,0.2412564754486084,xietingfeng
naive,shenmengchen,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\shenmengchen\0_0_13.jpg,True,True,True,full,0.21619287133216858,xieanqi
naive,zhangluyi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangluyi\1_0_zhangluyi_0103.jpg,False,True,False,full,0.6163477897644043,zhangluyi
naive,mali,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\mali\0_0_0.jpg,True,True,True,full,0.3096325397491455,mali
naive,lufangsheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\lufangsheng\0_0_0.jpg,True,True,True,full,0.3547331690788269,lufangsheng
naive,Zoran_Djindjic,C:\Users\tahak\ogproject\adaptiveface\data\lfw\Zoran_Djindjic\Zoran_Djindjic_0004.jpg,False,False,False,full,0.12470181286334991,yinzheng
naive,xuzheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\xuzheng\1_0_xuzheng_0059.jpg,False,True,False,full,0.43713855743408203,xuzheng
naive,huojianhua,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\huojianhua\1_0_huojianhua_0128.jpg,False,True,False,full,0.4012517035007477,huojianhua
naive,xietingfeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\xietingfeng\0_0_2.jpg,True,True,True,full,0.20793890953063965,xiaozhan
naive,zhaoliying,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhaoliying\1_1_23.jpg,True,True,True,full,0.3036544919013977,zhaoliying
naive,zhangguoli,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\zhangguoli\1_0_zhangguoli_0139.jpg,False,True,False,full,0.5156324505805969,zhangguoli
naive,guofucheng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\guofucheng\1_0_guofucheng_0024.jpg,False,True,False,full,0.4781399965286255,guofucheng
naive,liuqianhan,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liuqianhan\1_0_liuqianhan_0032.jpg,False,True,False,full,0.18276861310005188,zhouxun
naive,huashao,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huashao\0_0_0.jpg,True,True,True,full,0.2035824954509735,fengjianyu
naive,xiena,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\xiena\0_0_8.jpg,True,True,True,full,0.15196195244789124,liuyifei
naive,linxinru,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\linxinru\1_0_linxinru_0242.jpg,False,True,False,full,0.49112027883529663,linxinru
naive,guanxiaotong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\guanxiaotong\1_0_guanxiaotong_0016.jpg,False,True,False,full,0.41212576627731323,guanxiaotong
naive,shuqi,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\shuqi\1_0_shuqi_0023.jpg,False,True,False,full,0.32952171564102173,zhouxun
naive,lixirui,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\lixirui\1_0_0.jpg,True,True,True,full,0.23356285691261292,lixirui
naive,songqian,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\songqian\1_0_17.jpg,True,True,True,full,0.13904380798339844,yangqianhua
naive,ruanjingtian,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\ruanjingtian\0_0_1.jpg,True,True,True,full,0.3270970284938812,jiangjinfu
naive,liyifeng,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\liyifeng\1_0_liyifeng_0142.jpg,False,True,False,full,0.3785381317138672,liyifeng
naive,yanni,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\yanni\0_0_13.jpg,True,True,True,full,0.16167354583740234,yanni
naive,caobingkun,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\caobingkun\1_0_caobingkun_0234.jpg,False,True,False,full,0.44730284810066223,caobingkun
naive,chenfarong,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\chenfarong\1_0_chenfarong_0152.jpg,False,True,False,full,0.5322214365005493,chenfarong
naive,yanni,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\yanni\1_0_yanni_0039.jpg,False,True,False,full,0.42126017808914185,yanni
naive,tongliya,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_face_dataset\tongliya\0_0_tongliya_0169.jpg,False,True,False,full,0.6388838291168213,tongliya
naive,zhengkai,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\zhengkai\0_1_10.jpg,True,True,True,full,0.26807472109794617,zhengkai
naive,huangbo,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\huangbo\0_0_0.jpg,True,True,True,full,0.4084174335002899,huangbo
naive,hujing,C:\Users\tahak\ogproject\adaptiveface\data\rmfd\AFDB_masked_face_dataset\hujing\0_0_33.jpg,True,True,True,full,0.37454289197921753,hujing
